Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Остатки,,,,,,,,,,,,
,,отчет создан:,2026-06-27 12:08:47.143000,,,,,,,,,,
,,исполнитель:,Валерия  (admin@gorokhovavaleriia ),,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,склад:,Основной склад,,,,,,,,,,
,,доступно:,Любое,,,,,,,,,,
,,,,,,,,,,,,,
,Код,Артикул,Наименование,Ед.изм.,Доступно,Резерв,Ожидание,Остаток,Себестоимость,"Сумма
себестоимости",Цена продажи,Сумма продажи,Дней на складе
,Лера,,,,,,,,,,,,
,132991477_123123123,,глаза маленькие,шт,15,0,0,15,1430.86,21462.9,1990,29850,178.6
,110152534_7649035548,,сантехнический гаечный ключ,шт,27,2,0,29,468.67,13591.43,1175,34075,22.58
,124384072_98089243,,щетка для лица двусторонняя,шт,0,1,0,1,104.77,104.77,165,165,81.81
,108733687_7577548200,,3D ручка розовая,шт,41,1,41,1,1983.78,1983.78,3000,3000,56.67
,134655481_54123123,,Держатель шеи,,19,1,0,20,315.65,6313,750,15000,37.47
,129018713_4561132,,асык правша,шт,17,0,0,17,296.33235294117645,5037.65,6500,110500,41.27
,109675899_9804289024,,держатель штор серебряная ветка,шт,0,0,0,0,0,0,3952,0,0
,109304978_6578344755,,черный органайзер для кабелей,шт,10,1,10,1,516.98,516.98,1388,1388,14.68
,118016984_678976676,,салатница с теркой,шт,22,0,0,22,6500.032727272727,143000.72,14166,311652,13.08
,119220282_1356487956331,,Подушка на поясницу,шт,1,0,0,1,2090.77,2090.77,4746,4746,116.05
,133559597_492799423,,органайзер архимед зеленый,шт,12,0,0,12,1016.39,12196.68,1800,21600,136.58
,130347698_1564651516,,фильтр для сигарет,шт,28,0,0,28,55.3,1548.4,1488,41664,44.49
,299178069,,автозарядник новый,шт,75,0,0,75,1974.64,148098,2750,206250,102.62
,104361721_5312123,,Шейкер с фильтром синий,,30,1,2,29,2933.85,85081.65,9126,264654,8.63
,107434021_5939357502,,чехол на сиденье унитаза,шт,10,0,10,0,0,0,641,0,0
,131508390_4785475894,,спрунки плющ серый грэй,шт,12,0,0,12,386.58,4638.96,969,11628,37.46
,123492578_248974237,,коврик под лоток серый,шт,6,0,6,0,0,0,1441,0,0
,117527884_788299789,,Гирлянда уличная,,48,2,48,2,6308.93,12617.86,12143,24286,8.63
,139228736_123132532,,контейнер для элайнеров,шт,100,0,100,0,0,0,998,0,0
,107502625_5413132,,вакпак 28*15,шт,42,1,0,43,2369.08,101870.44,4319,185717,149.49
,106755956_6847895243,,этикет-пистолет,шт,18,1,0,19,1224.47,23264.93,2287,43453,44.57
,102187498_412472252,,глобус кинетический,шт,0,0,0,0,0,0,8496,0,0
,131289702_908420924,,держатель штор белый перо,шт,34,1,20,15,2565.16,38477.4,3350,50250,63.62
,112907807_45123123,,форма для пашот,шт,16,0,0,16,606.95,9711.2,1200,19200,36.46
,112430841_534983843,,подставка для наушников,шт,42,2,0,44,430.08,18923.52,1376,60544,22.56
,123554737_854313,,набор для слепка синий,шт,20,1,15,6,3636.72,21820.32,7500,45000,14.68
,106822489_312123123,,палочки гарри поттера,шт,30,0,30,0,0,0,7443,0,0
,131509052_75485459346,,спрунки плющ черный блэк,шт,1,0,0,1,386.58,386.58,1199,1199,37.46
,123410030_5785834355,,стич и уточка,шт,2,3,0,5,817.52,4087.6,1695,8475,37.46
,101724576_546123123,,фломастеры 60 цветов,шт,0,0,0,0,0,0,2323,0,0
,132997045_6548392935,,кобура,шт,16,5,0,21,455.01809523809527,9555.38,825,17325,9.97
,142551991_648219109008,,хна красная,шт,19,5,20,4,218.67,874.68,934,3736,14.68
,110184579_7540203587,,Коврик в палатку 150*200,шт,30,0,30,0,0,0,2413,0,0
,116285728_47383294749,,контейнер для протезов голубой,шт,0,0,0,0,0,0,484,0,0
,151853049_8576798554,,декоративный светильник,шт,1,2,0,3,1181.22,3543.66,2897,8691,36.47
,150990444_7438355432,,пирсинг 180 шт,шт,28,3,0,31,81.51,2526.81,1331,41261,44.61
,105324387_5734873032,,золотая роза,шт,31,3,0,34,1110.56,37759.04,2200,74800,99.66
,142668752 _4708190908270,,Розовое биде,,0,0,0,0,0,0,2190,0,0
,143283011_5734823902,,черные колпачки 4 шт LEXUS,шт,14,0,10,4,250.55,1002.2,979,3916,36.48
,110061696_7657889305,,защитный фартук для плиты геометрия,шт,38,4,35,7,349.7,2447.9,755,5285,14.68
,130310222_89347693572,,светильник розы,шт,13,0,0,13,2402.76,31235.88,3598,46774,81.9
,137340736_47388364929,,самураи 6 шт 5 см,шт,28,0,0,28,202.26785714285714,5663.5,1469,41132,54.86
,121161854_757878439,,ланчбокс 2хярусный,шт,19,0,0,19,2213.76,42061.44,4000,76000,1.62
,133397424_6573878572,,подставка для посуды,шт,10,2,2,10,892.65,8926.5,2229,22290,56.67
,136435355_98024243,,золотая лента 30 мм,шт,0,0,0,0,0,0,1999,0,0
,145390810_8597527335,,набор кухонных ножей,шт,12,0,0,12,4754.39,57052.68,12992,155904,1.58
,130909634_569394057,,съемник для укорачивания браслетов,шт,12,1,0,13,126.86,1649.18,749,9737,53.6
,581863811,,Золотая лента 5 мм,,32,1,1,32,209.46,6702.72,1300,41600,56.61
,128305275_753759394,,форма машинка,шт,8,3,0,11,458.05,5038.55,1378,15158,55.02
,116364091_6748984325,,подставка для зубочисток,шт,27,1,0,28,383.8,10746.4,597,16716,22.58
,107516976_56412323123,,вакпак 25*15,шт,20,0,0,20,2155.31,43106.2,4459,89180,149.49
,118131261_4884867832,,Шейкер с фильтром серый,,30,0,0,30,2933.85,88015.5,8395,251850,8.63
,136004777_7552675232,,формочка асык,шт,22,2,20,4,706.04,2824.16,1400,5600,56.67
,119939163_6548092845,,ветрозащитный экран,шт,11,5,1,15,826.4,12396,2030,30450,36.46
,117848532_753835622,,брелок спинер,шт,24,1,0,25,205.77,5144.25,669,16725,32.49
,117406673_8644553,,сушилка для обуви,шт,36,0,0,36,1136.52,40914.72,2449,88164,63.64
,105980449_23123123,,держатель телефона паутина,шт,83,8,0,91,296.05,26940.55,600,54600,8.63
,110839792_5674383945,,серый органайзер для кабелей,шт,17,1,10,8,516.98,4135.84,2300,18400,14.68
,116647314_7648753530,,держатель для душа,шт,11,1,0,12,183.04,2196.48,3000,36000,56.6
,116461701_856453131,,набор для слепка розовый,шт,17,0,15,2,3385.21,6770.42,7989,15978,44.56
,124538517_756579039,,мячик для котят,шт,20,0,20,0,0,0,900,0,0
,115781235_893242334635,,футляр зубной щетки bdo (БЕЛЫЙ),шт,21,0,20,1,267.67,267.67,988,988,56.67
,119220282_1356487956328,112063320,набор бармена,шт,8,0,0,8,5200.62,41604.96,14990,119920,31.57
,118810612_535749107,,саундбар,шт,12,1,12,1,14990,14990,25140,25140,2.87
,109466814_12123231,,ключница маршалл,шт,0,0,0,0,0,0,3530,0,0
,132457048_9890798908,,кассета розовая 10 60s,шт,0,0,0,0,0,0,1119,0,0
,129896152_8932423784644,,подушки для черных чехлов,шт,6,4,0,10,0,0,0,0,38.08
,124298020_8665538392,,термощуп с дисплеем,шт,8,0,0,8,1515.77,12126.16,3411,27288,22.58
,120894039_586795485,,коврик доллар,шт,29,1,0,30,1464.06,43921.8,2130,63900,22.59
,117337771_46832292753,,эспандер для кисти,шт,19,0,0,19,3909.31,74276.89,6745,128155,17.6
,116096297_429432924,,коврик под лоток розовый,шт,0,0,0,0,0,0,1485,0,0
,117706937_4587934045,,арка для цветов,шт,5,1,0,6,3763.41,22580.46,9998,59988,14.68
,141974853_2231123123123,,масленка желтый/серебро с кисточкой,шт,0,0,0,0,0,0,1920,0,0
,104801620_4708190908247,,тренажер для талии,шт,15,0,0,15,7634.27,114514.05,10947,164205,36.47
,142668752 _4708190908274,,Форма для пельменей,,0,0,0,0,0,0,1799,0,0
,147867423_7573289858,,крючки на присосках черные 2 шт,шт,17,1,0,18,691.17,12441.06,2122,38196,22.6
,142668752 _4708190908250,,держатель штор золотое перо,шт,41,0,40,1,1925.35,1925.35,3979,3979,256.65
,142552013_76483746289,,хна розовая,шт,20,0,20,0,0,0,1214,0,0
,129253673_67308420507,,асык левша,шт,35,0,0,35,117.87857142857143,4125.75,7500,262500,112.64
,108253095_058109381203,,фломастеры 168 цветов,шт,0,0,0,0,0,0,7974,0,0
,119370861_746433205,,форма для стирки кепок,шт,10,0,10,0,0,0,1001,0,0
,134995275_908098423,,кассета love forever 2 60s,шт,36,0,0,36,602.5716666666666,21692.58,1438,51768,104.48
,122255206_7835937762,,походный коврик,шт,9,0,10,-1,0,0,4990,-4990,0
,123436050_4387557872,,полка для роутера,шт,6,2,0,8,617.38,4939.04,1000,8000,37.47
,123900431_5414123312,,Набор мельниц,шт,2,0,0,2,1102.46,2204.92,2994,5988,100.38
,141564118_8787987979,,электрическая овощерезка,шт,4,1,0,5,35945.41,179727.05,49340,246700,63.66
,108823039_2489908423,,держатель штор белые птички,шт,15,0,0,15,1978.38,29675.7,4000,60000,165.82
,131611418_8768768,,толкушка золотистая,шт,0,0,0,0,0,0,2136,0,0
,135113205_231983210,,кассета 5 минут 5 300s,шт,17,2,0,19,602.35,11444.65,1966,37354,102.73
,115032741_564654652,,лупа х10,шт,13,1,0,14,772.48,10814.72,1630,22820,21.97
,118156260_798986993,,набор для создания отпечатка красный,шт,0,0,0,0,0,0,1199,0,0
,135126149_66231809812,,лопатка силикон,шт,2,1,0,3,451.16,1353.48,1920,5760,144.84
,128787564_5765732725,,ошейник для собак бежевый,шт,3,1,0,4,1289.36,5157.44,3400,13600,130.55
,,,Итого:,,0,0,0,0,,0,,0,
